cell,cluster
HNSCC22_P4_A03_S3_comb,malignant
HNSCC22_P4_F02_S62_comb,malignant
HNSCC22_P4_F10_S70_comb,malignant
HNSCC22_P2_pri_C03_S219_comb,CAF
HNSCC25_P1_pri_H01_S85_comb,malignant
HNSCC22_P2_pri_F08_S260_comb,Mast
HNSCC22_P4_B01_S13_comb,malignant
HNSCC25_P1_pri_E02_S50_comb,malignant
HNSCC22_P4_B10_S22_comb,Mast
HNSCC25_P1_pri_D03_S39_comb,malignant
HNSCC22_P2_pri_E11_S251_comb,myofibroblast
HNSCC20_P5_pri_F10_S70_comb,myofibroblast
HNSCC20_P5_pri_F02_S62_comb,malignant
HNSCC20_P5_pri_E04_S52_comb,malignant
HNSCC20_P5_pri_H07_S91_comb,malignant
HNSCC20_P5_pri_D03_S39_comb,malignant
HNSCC20_P5_pri_G09_S81_comb,malignant
HNSCC20_P5_pri_H03_S87_comb,malignant
HNSCC20_P5_pri_B09_S21_comb,malignant
HNSCC20_P5_pri_G05_S77_comb,malignant
HNSCC20_P5_pri_D05_S41_comb,malignant
HNSCC20_P5_pri_C12_S36_comb,malignant
HNSCC20_P5_pri_D08_S44_comb,malignant
HNSCC20_P5_pri_G02_S74_comb,malignant
HNSCC20_P5_pri_B02_S14_comb,malignant
HNSCC20_P5_pri_C03_S27_comb,myofibroblast
HNSCC20_P5_pri_A09_S9_comb,malignant
HNSCC20_P5_pri_A07_S7_comb,malignant
HNSCC20_P5_pri_A08_S8_comb,malignant
HNSCC20_P5_pri_G04_S76_comb,malignant
HNSCC20_P5_pri_C02_S26_comb,malignant
HNSCC20_P5_pri_C06_S30_comb,malignant
HNSCC20_P5_pri_D04_S40_comb,malignant
HNSCC20_P5_pri_D12_S48_comb,malignant
HNSCC20_P5_pri_F01_S61_comb,malignant
HNSCC20_P5_pri_F05_S65_comb,malignant
HNSCC20_P5_pri_B04_S16_comb,malignant
HNSCC20_P5_pri_B07_S19_comb,malignant
HNSCC20_P5_pri_F11_S71_comb,myofibroblast
HNSCC20_P5_pri_B11_S23_comb,malignant
HNSCC20_P5_pri_G06_S78_comb,malignant
HNSCC20_P5_pri_B03_S15_comb,myofibroblast
HNSCC20_P5_pri_F07_S67_comb,malignant
HNSCC20_P5_pri_D02_S38_comb,malignant
HNSCC20_P5_pri_C01_S25_comb,malignant
HNSCC20_P5_pri_D10_S46_comb,malignant
HNSCC20_P5_pri_E08_S56_comb,malignant
HNSCC20_P5_pri_C04_S28_comb,CAF
HNSCC20_P5_pri_D06_S42_comb,malignant
HNSCC20_P5_pri_G11_S83_comb,malignant
HNSCC20_P5_pri_H05_S89_comb,malignant
HNSCC20_P5_pri_G08_S80_comb,myofibroblast
HNSCC20_P5_pri_E03_S51_comb,malignant
HNSCC20_P5_pri_E02_S50_comb,malignant
HNSCC20_P5_pri_H09_S93_comb,malignant
HNSCC20_P5_pri_F08_S68_comb,malignant
HNSCC20_P5_pri_E06_S54_comb,malignant
HNSCC20_P5_pri_D07_S43_comb,malignant
HNSCC20_P5_pri_A12_S12_comb,CAF
HNSCC20_P5_pri_C10_S34_comb,malignant
HNSCC20_P5_pri_E07_S55_comb,myofibroblast
HNSCC20_P5_pri_A01_S1_comb,malignant
HNSCC20_P5_pri_A04_S4_comb,malignant
HNSCC20_P5_pri_A03_S3_comb,malignant
HNSCC20_P5_pri_G10_S82_comb,malignant
HNSCC20_P5_pri_F06_S66_comb,malignant
HNSCC20_P5_pri_H11_S95_comb,malignant
HNSCC20_P5_pri_H04_S88_comb,malignant
HNSCC20_P5_pri_C07_S31_comb,malignant
HNSCC20_P5_pri_F04_S64_comb,malignant
HNSCC20_P5_pri_H01_S85_comb,myofibroblast
HNSCC20_P5_pri_H12_S96_comb,malignant
HNSCC20_P5_pri_G07_S79_comb,Endothelial
HNSCC20_P5_pri_B08_S20_comb,CAF
HNSCC20_P5_pri_B12_S24_comb,malignant
HNSCC20_P5_pri_D09_S45_comb,malignant
HNSCC20_P5_pri_D01_S37_comb,malignant
HNSCC20_P5_pri_E09_S57_comb,malignant
HNSCC20_P5_pri_A06_S6_comb,malignant
HNSCC20_P5_pri_B05_S17_comb,malignant
HNSCC20_P5_pri_D11_S47_comb,malignant
HNSCC20_P5_pri_E05_S53_comb,malignant
HNSCC20_P5_pri_E12_S60_comb,malignant
HNSCC20_P5_pri_G03_S75_comb,malignant
HNSCC20_P5_pri_B01_S13_comb,myofibroblast
HNSCC20_P5_pri_A11_S11_comb,malignant
HNSCC20_P1_A01_S1_comb,malignant
HNSCC20_P1_H08_S92_comb,malignant
HNSCC20_P1_C12_S36_comb,malignant
HNSCC20_P2_G02_S170_comb,malignant
HNSCC20_P2_G12_S180_comb,malignant
HNSCC20_P2_G07_S175_comb,malignant
HNSCC20_P2_H02_S182_comb,malignant
HNSCC20_P1_C10_S34_comb,malignant
HNSCC20_P1_H04_S88_comb,malignant
HNSCC20_P1_C09_S33_comb,malignant
HNSCC20_P1_F02_S62_comb,malignant
HNSCC20_P2_H05_S185_comb,malignant
HNSCC20_P2_F07_S163_comb,malignant
HNSCC20_P1_B11_S23_comb,malignant
HNSCC20_P1_E02_S50_comb,malignant
HNSCC20_P1_C04_S28_comb,malignant
HNSCC20_P2_D12_S144_comb,malignant
HNSCC20_P1_F08_S68_comb,malignant
HNSCC20_P1_B08_S20_comb,malignant
HNSCC20_P2_F10_S166_comb,malignant
HNSCC20_P1_F05_S65_comb,malignant
HNSCC20_P1_F12_S72_comb,malignant
HNSCC20_P2_F02_S158_comb,malignant
HNSCC20_P1_G10_S82_comb,malignant
HNSCC20_P2_B08_S116_comb,malignant
HNSCC20_P1_G11_S83_comb,malignant
HNSCC20_P2_D11_S143_comb,malignant
HNSCC20_P2_E08_S152_comb,malignant
HNSCC20_P2_E06_S150_comb,malignant
HNSCC20_P2_F08_S164_comb,malignant
HNSCC20_P1_D07_S43_comb,malignant
HNSCC20_P2_A04_S100_comb,malignant
HNSCC20_P1_H07_S91_comb,malignant
HNSCC20_P1_D02_S38_comb,malignant
HNSCC20_P2_B05_S113_comb,malignant
HNSCC20_P2_C01_S121_comb,malignant
HNSCC20_P2_G05_S173_comb,malignant
HNSCC20_P1_G05_S77_comb,malignant
HNSCC20_P2_H12_S192_comb,malignant
HNSCC20_P2_C02_S122_comb,malignant
HNSCC20_P2_H07_S187_comb,malignant
HNSCC20_P1_D05_S41_comb,malignant
HNSCC20_P1_E11_S59_comb,malignant
HNSCC20_P2_G06_S174_comb,malignant
HNSCC20_P2_G03_S171_comb,malignant
HNSCC20_P2_C10_S130_comb,malignant
HNSCC20_P2_E03_S147_comb,malignant
HNSCC20_P2_F11_S167_comb,malignant
HNSCC20_P1_A10_S10_comb,malignant
HNSCC20_P1_A09_S9_comb,malignant
HNSCC20_P2_B03_S111_comb,malignant
HNSCC20_P2_D09_S141_comb,malignant
HNSCC20_P2_G10_S178_comb,malignant
HNSCC20_P2_E07_S151_comb,malignant
HNSCC20_P2_D04_S136_comb,malignant
HNSCC20_P1_D03_S39_comb,malignant
HNSCC20_P2_F03_S159_comb,malignant
HNSCC20_P2_B06_S114_comb,malignant
HNSCC20_P2_H03_S183_comb,malignant
HNSCC20_P1_C05_S29_comb,malignant
HNSCC20_P2_D10_S142_comb,malignant
HNSCC20_P2_D01_S133_comb,malignant
HNSCC20_P1_D12_S48_comb,malignant
HNSCC20_P2_C06_S126_comb,malignant
HNSCC20_P1_E10_S58_comb,malignant
HNSCC20_P2_E02_S146_comb,malignant
HNSCC20_P2_C08_S128_comb,malignant
HNSCC20_P1_F04_S64_comb,malignant
HNSCC20_P1_A03_S3_comb,malignant
HNSCC20_P2_E10_S154_comb,malignant
HNSCC20_P2_C04_S124_comb,malignant
HNSCC20_P1_D06_S42_comb,malignant
HNSCC20_P2_F06_S162_comb,malignant
HNSCC20_P1_H03_S87_comb,malignant
HNSCC20_P2_A03_S99_comb,malignant
HNSCC20_P1_B10_S22_comb,malignant
HNSCC20_P2_F01_S157_comb,malignant
HNSCC20_P1_H02_S86_comb,malignant
HNSCC20_P1_A12_S12_comb,myofibroblast
HNSCC20_P1_A06_S6_comb,malignant
HNSCC20_P1_F10_S70_comb,malignant
HNSCC20_P2_A08_S104_comb,malignant
HNSCC20_P1_G09_S81_comb,malignant
HNSCC20_P1_B02_S14_comb,malignant
HNSCC20_P1_D01_S37_comb,malignant
HNSCC20_P2_B02_S110_comb,malignant
HNSCC20_P1_H11_S95_comb,malignant
HNSCC20_P1_G07_S79_comb,malignant
HNSCC20_P2_A05_S101_comb,malignant
HNSCC20_P2_A07_S103_comb,malignant
HNSCC20_P2_B11_S119_comb,malignant
HNSCC20_P2_C03_S123_comb,malignant
HNSCC20_P2_D07_S139_comb,malignant
HNSCC20_P1_G02_S74_comb,malignant
HNSCC20_P1_C08_S32_comb,malignant
HNSCC20_P2_C09_S129_comb,malignant
HNSCC20_P1_E05_S53_comb,malignant
HNSCC20_P1_B09_S21_comb,malignant
HNSCC20_P1_G12_S84_comb,malignant
HNSCC20_P1_B01_S13_comb,malignant
HNSCC20_P1_D08_S44_comb,malignant
HNSCC20_P1_A05_S5_comb,malignant
HNSCC20_P1_H06_S90_comb,malignant
HNSCC20_P1_B06_S18_comb,malignant
HNSCC20_P1_E08_S56_comb,malignant
HNSCC20_P2_A02_S98_comb,malignant
HNSCC20_P2_B01_S109_comb,malignant
HNSCC20_P1_B04_S16_comb,malignant
HNSCC20_P1_C11_S35_comb,malignant
HNSCC20_P1_H10_S94_comb,malignant
HNSCC20_P2_C05_S125_comb,malignant
HNSCC20_P2_H10_S190_comb,malignant
HNSCC20_P1_G01_S73_comb,malignant
HNSCC20_P1_H01_S85_comb,malignant
HNSCC20_P1_A04_S4_comb,malignant
HNSCC20_P2_B07_S115_comb,malignant
HNSCC20_P1_A11_S11_comb,malignant
HNSCC20_P1_D09_S45_comb,malignant
HNSCC20_P1_B05_S17_comb,malignant
HNSCC20_P1_D10_S46_comb,malignant
HNSCC20_P1_G08_S80_comb,malignant
HNSCC20_P1_C03_S27_comb,malignant
HNSCC20_P2_C07_S127_comb,malignant
HNSCC20_P2_G01_S169_comb,malignant
HNSCC20_P1_E04_S52_comb,malignant
HNSCC20_P2_H09_S189_comb,malignant
HNSCC20_P1_F09_S69_comb,malignant
HNSCC20_P1_D11_S47_comb,malignant
HNSCC20_P2_H08_S188_comb,malignant
HNSCC20_P2_G04_S172_comb,malignant
HNSCC20_P2_F04_S160_comb,malignant
HNSCC20_P2_C12_S132_comb,malignant
HNSCC20_P1_G06_S78_comb,malignant
HNSCC20_P2_A10_S106_comb,malignant
HNSCC20_P2_F05_S161_comb,malignant
HNSCC20_P2_E05_S149_comb,malignant
HNSCC20_P2_E12_S156_comb,malignant
HNSCC20_P2_B10_S118_comb,malignant
HNSCC20_P2_H06_S186_comb,malignant
HNSCC20_P1_C02_S26_comb,malignant
HNSCC20_P1_E12_S60_comb,malignant
HNSCC20_P2_F09_S165_comb,malignant
HNSCC20_P1_B12_S24_comb,malignant
HNSCC20_P2_A01_S97_comb,malignant
HNSCC20_P1_C07_S31_comb,malignant
HNSCC20_P2_B12_S120_comb,malignant
HNSCC20_P1_E03_S51_comb,malignant
HNSCC20_P2_D03_S135_comb,malignant
HNSCC20_P2_G11_S179_comb,malignant
HNSCC20_P1_A07_S7_comb,malignant
HNSCC20_P1_F03_S63_comb,malignant
HNSCC20_P2_B04_S112_comb,malignant
HNSCC20_P1_E09_S57_comb,malignant
HNSCC20_P2_B09_S117_comb,malignant
HNSCC20_P1_A08_S8_comb,malignant
HNSCC20_P2_D02_S134_comb,malignant
HNSCC20_P1_E06_S54_comb,malignant
HNSCC20_P2_F12_S168_comb,malignant
HNSCC20_P2_D05_S137_comb,malignant
HNSCC20_P2_E11_S155_comb,malignant
HNSCC20_P1_F11_S71_comb,malignant
HNSCC20_P1_B03_S15_comb,malignant
HNSCC20_P1_A02_S2_comb,malignant
HNSCC20_P2_H01_S181_comb,malignant
HNSCC20_P2_D08_S140_comb,malignant
HNSCC20_P1_B07_S19_comb,malignant
HNSCC20_P1_H09_S93_comb,malignant
HNSCC20_P2_C11_S131_comb,malignant
HNSCC20_P1_E07_S55_comb,malignant
HNSCC20_P2_E04_S148_comb,malignant
HNSCC20_P2_D06_S138_comb,malignant
HNSCC20_P1_G04_S76_comb,malignant
HNSCC20_P1_H12_S96_comb,malignant
HNSCC20_P2_A06_S102_comb,malignant
HNSCC20_P1_C01_S25_comb,malignant
HNSCC20_P1_C06_S30_comb,malignant
HNSCC18_P2_A04_S100_comb,malignant
HNSCC17_P7_A02_S98_comb,CAF
HNSCC18_P7_H05_S185_comb,malignant
HNSCC18_P3_D04_S328_comb,malignant
HNSCC18_P16_A08_S200_comb,T_cell
HNSCC18_P3_D05_S329_comb,malignant
HNSCC18_P3_E11_S347_comb,malignant
HNSCC16_P2_B04_S16_comb,Endothelial
HNSCC17_P13_G02_S362_comb,T_cell
HNSCC18_P2_A11_S107_comb,malignant
HNSCC17_P13_C05_S317_comb,T_cell
HNSCC18_P16_B11_S215_comb,T_cell
HNSCC18_P3_B10_S310_comb,malignant
HNSCC17_P3_D01_S229_comb,malignant
HNSCC17_P13_A09_S297_comb,Macrophage
HNSCC17_P2_C01_S25_comb,malignant
HNSCC16_P9_F09_S261_comb,T_cell
HNSCC16_P9_D05_S233_comb,T_cell
HNSCC18_P15_C09_S33_comb,T_cell
HNSCC18_P16_F10_S262_comb,T_cell
HNSCC17_P3_D04_S232_comb,malignant
HNSCC18_P7_E03_S147_comb,CAF
HNSCC16_P2_A12_S12_comb,CAF
HNSCC16_P2_H07_S91_comb,myofibroblast
HNSCC16_P9_G01_S265_comb,T_cell
HNSCC18_P13_C10_S322_comb,T_cell
HNSCC17_P3_E03_S243_comb,malignant
HNSCC18_P7_A03_S99_comb,Endothelial
HNSCC16_P9_C09_S225_comb,T_cell
HNSCC16_P2_D10_S46_comb,CAF
HNSCC18_P15_A10_S10_comb,T_cell
HNSCC18_P15_H09_S93_comb,T_cell
HNSCC17_P3_B08_S212_comb,malignant
HNSCC16_P2_D08_S44_comb,CAF
HNSCC18_P3_H08_S380_comb,malignant
HNSCC18_P13_F05_S353_comb,T_cell
HNSCC16_P9_G12_S276_comb,T_cell
HNSCC18_P15_C05_S29_comb,T_cell
HNSCC18_P16_E11_S251_comb,T_cell
HNSCC18_P2_G12_S180_comb,malignant
HNSCC16_P2_D03_S39_comb,Endothelial
HNSCC18_P3_F11_S359_comb,malignant
HNSCC17_P7_B09_S117_comb,Endothelial
HNSCC18_P7_E11_S155_comb,malignant
HNSCC16_P9_B09_S213_comb,T_cell
HNSCC18_P2_E11_S155_comb,malignant
HNSCC18_P3_A08_S296_comb,malignant
HNSCC16_P2_F01_S61_comb,CAF
HNSCC18_P16_G09_S273_comb,T_cell
HNSCC17_P13_F10_S358_comb,Mast
HNSCC17_P2_D01_S37_comb,malignant
HNSCC18_P2_F04_S160_comb,malignant
HNSCC17_P2_A05_S5_comb,malignant
HNSCC18_P7_H11_S191_comb,malignant
HNSCC18_P3_D01_S325_comb,malignant
HNSCC18_P13_C01_S313_comb,B_cell
HNSCC17_P2_G07_S79_comb,malignant
HNSCC18_P3_E03_S339_comb,malignant
HNSCC17_P7_D04_S136_comb,CAF
HNSCC18_P2_A01_S97_comb,malignant
HNSCC18_P16_A04_S196_comb,T_cell
HNSCC18_P13_E08_S344_comb,Mast
HNSCC16_P2_G01_S73_comb,Endothelial
HNSCC17_P13_D03_S327_comb,Macrophage
HNSCC17_P7_F02_S158_comb,CAF
HNSCC17_P2_F08_S68_comb,malignant
HNSCC17_P2_E03_S51_comb,malignant
HNSCC17_P2_C06_S30_comb,malignant
HNSCC17_P2_C09_S33_comb,malignant
HNSCC18_P3_H12_S384_comb,malignant
HNSCC18_P3_G01_S361_comb,malignant
HNSCC16_P2_C09_S33_comb,CAF
HNSCC16_P2_F10_S70_comb,Endothelial
HNSCC16_P2_G08_S80_comb,Endothelial
HNSCC18_P3_G05_S365_comb,malignant
HNSCC18_P13_E12_S348_comb,T_cell
HNSCC18_P3_G12_S372_comb,Fibroblast
HNSCC17_P3_A12_S204_comb,malignant
HNSCC18_P3_D09_S333_comb,malignant
HNSCC17_P2_A04_S4_comb,malignant
HNSCC18_P3_D03_S327_comb,malignant
HNSCC17_P2_C07_S31_comb,malignant
HNSCC17_P3_C04_S220_comb,malignant
HNSCC16_P2_B06_S18_comb,Endothelial
HNSCC18_P13_F03_S351_comb,T_cell
HNSCC17_P3_B07_S211_comb,malignant
HNSCC18_P3_A02_S290_comb,Mast
HNSCC18_P7_E09_S153_comb,CAF
HNSCC18_P3_F06_S354_comb,malignant
HNSCC18_P13_B02_S302_comb,T_cell
HNSCC16_P2_A06_S6_comb,CAF
HNSCC17_P13_H10_S382_comb,T_cell
HNSCC17_P3_D03_S231_comb,malignant
HNSCC17_P3_C01_S217_comb,malignant
HNSCC16_P9_H06_S282_comb,myofibroblast
HNSCC18_P2_A03_S99_comb,malignant
HNSCC17_P7_C12_S132_comb,CAF
HNSCC18_P2_C09_S129_comb,malignant
HNSCC17_P7_D05_S137_comb,CAF
HNSCC17_P2_B03_S15_comb,malignant
HNSCC17_P3_C11_S227_comb,malignant
HNSCC18_P13_F09_S357_comb,T_cell
HNSCC17_P7_G03_S171_comb,CAF
HNSCC16_P9_H10_S286_comb,Endothelial
HNSCC16_P9_B11_S215_comb,T_cell
HNSCC17_P7_H01_S181_comb,malignant
HNSCC17_P3_E12_S252_comb,malignant
HNSCC17_P2_C11_S35_comb,malignant
HNSCC18_P13_H08_S380_comb,T_cell
HNSCC16_P2_G07_S79_comb,CAF
HNSCC16_P2_C12_S36_comb,CAF
HNSCC17_P3_B10_S214_comb,malignant
HNSCC16_P9_E06_S246_comb,T_cell
HNSCC17_P2_C03_S27_comb,malignant
HNSCC16_P9_H12_S288_comb,malignant
HNSCC18_P16_D07_S235_comb,T_cell
HNSCC18_P13_G04_S364_comb,malignant
HNSCC16_P2_C02_S26_comb,Endothelial
HNSCC17_P2_H07_S91_comb,malignant
HNSCC18_P15_E06_S54_comb,T_cell
HNSCC17_P3_H02_S278_comb,malignant
HNSCC18_P7_C10_S130_comb,malignant
HNSCC18_P7_G04_S172_comb,CAF
HNSCC18_P13_G08_S368_comb,B_cell
HNSCC17_P2_F11_S71_comb,malignant
HNSCC18_P16_E09_S249_comb,T_cell
HNSCC17_P3_H10_S286_comb,malignant
HNSCC16_P2_A08_S8_comb,CAF
HNSCC18_P7_G09_S177_comb,Mast
HNSCC16_P9_A04_S196_comb,T_cell
HNSCC17_P7_E02_S146_comb,Endothelial
HNSCC16_P9_F07_S259_comb,T_cell
HNSCC18_P7_C11_S131_comb,myofibroblast
HNSCC17_P2_B05_S17_comb,malignant
HNSCC17_P7_A05_S101_comb,Endothelial
HNSCC18_P15_D01_S37_comb,T_cell
HNSCC18_P13_F10_S358_comb,malignant
HNSCC17_P7_A10_S106_comb,CAF
HNSCC17_P3_A04_S196_comb,malignant
HNSCC18_P13_D11_S335_comb,T_cell
HNSCC16_P2_A03_S3_comb,CAF
HNSCC18_P15_B10_S22_comb,T_cell
HNSCC18_P15_A05_S5_comb,T_cell
HNSCC18_P13_H01_S373_comb,T_cell
HNSCC17_P2_E05_S53_comb,malignant
HNSCC18_P13_A02_S290_comb,T_cell
HNSCC18_P16_D10_S238_comb,T_cell
HNSCC18_P3_A10_S298_comb,malignant
HNSCC16_P2_F05_S65_comb,Endothelial
HNSCC17_P3_B09_S213_comb,malignant
HNSCC17_P3_D02_S230_comb,malignant
HNSCC18_P7_C07_S127_comb,CAF
HNSCC17_P7_A03_S99_comb,malignant
HNSCC18_P16_A10_S202_comb,T_cell
HNSCC17_P7_F12_S168_comb,CAF
HNSCC17_P13_E04_S340_comb,B_cell
HNSCC16_P2_D04_S40_comb,Endothelial
HNSCC17_P3_G03_S267_comb,malignant
HNSCC18_P7_H03_S183_comb,malignant
HNSCC17_P7_C05_S125_comb,malignant
HNSCC18_P15_D05_S41_comb,T_cell
HNSCC18_P15_H07_S91_comb,T_cell
HNSCC16_P9_A06_S198_comb,Mast
HNSCC17_P7_G06_S174_comb,CAF
HNSCC17_P2_B07_S19_comb,malignant
HNSCC17_P7_B01_S109_comb,CAF
HNSCC18_P15_B11_S23_comb,T_cell
HNSCC18_P15_D03_S39_comb,T_cell
HNSCC16_P9_H07_S283_comb,Endothelial
HNSCC18_P15_D12_S48_comb,T_cell
HNSCC18_P7_F01_S157_comb,Endothelial
HNSCC18_P2_D03_S135_comb,malignant
HNSCC17_P3_F02_S254_comb,Mast
HNSCC16_P2_C05_S29_comb,CAF
HNSCC18_P3_H01_S373_comb,malignant
HNSCC17_P7_A08_S104_comb,malignant
HNSCC16_P9_F01_S253_comb,T_cell
HNSCC16_P2_C11_S35_comb,CAF
HNSCC18_P15_H08_S92_comb,T_cell
HNSCC16_P9_B04_S208_comb,T_cell
HNSCC18_P13_G03_S363_comb,T_cell
HNSCC18_P7_C02_S122_comb,malignant
HNSCC18_P13_H04_S376_comb,B_cell
HNSCC18_P2_C10_S130_comb,malignant
HNSCC18_P13_B12_S312_comb,T_cell
HNSCC18_P7_B06_S114_comb,myofibroblast
HNSCC17_P3_H08_S284_comb,malignant
HNSCC18_P7_B05_S113_comb,CAF
HNSCC18_P7_G02_S170_comb,Endothelial
HNSCC18_P3_G06_S366_comb,malignant
HNSCC17_P7_F03_S159_comb,Endothelial
HNSCC18_P16_E08_S248_comb,T_cell
HNSCC16_P2_C03_S27_comb,CAF
HNSCC18_P7_F04_S160_comb,malignant
HNSCC18_P15_A12_S12_comb,T_cell
HNSCC18_P2_D04_S136_comb,malignant
HNSCC16_P2_B01_S13_comb,myofibroblast
HNSCC16_P2_G09_S81_comb,CAF
HNSCC18_P15_F12_S72_comb,T_cell
HNSCC16_P9_C07_S223_comb,Macrophage
HNSCC16_P2_D11_S47_comb,CAF
HNSCC16_P2_G03_S75_comb,Endothelial
HNSCC16_P2_F08_S68_comb,CAF
HNSCC18_P2_H10_S190_comb,malignant
HNSCC18_P13_H09_S381_comb,T_cell
HNSCC18_P3_E07_S343_comb,CAF
HNSCC18_P16_B10_S214_comb,Macrophage
HNSCC17_P2_B06_S18_comb,malignant
HNSCC17_P2_D07_S43_comb,malignant
HNSCC18_P16_F06_S258_comb,T_cell
HNSCC18_P15_B07_S19_comb,T_cell
HNSCC17_P3_D06_S234_comb,malignant
HNSCC17_P7_C10_S130_comb,CAF
HNSCC17_P13_G10_S370_comb,T_cell
HNSCC17_P3_B01_S205_comb,malignant
HNSCC17_P7_C02_S122_comb,CAF
HNSCC18_P2_C06_S126_comb,malignant
HNSCC16_P2_B09_S21_comb,Endothelial
HNSCC18_P2_F05_S161_comb,malignant
HNSCC18_P16_A01_S193_comb,T_cell
HNSCC18_P7_B07_S115_comb,myofibroblast
HNSCC18_P15_G10_S82_comb,T_cell
HNSCC16_P9_C10_S226_comb,T_cell
HNSCC18_P15_H05_S89_comb,T_cell
HNSCC17_P7_D07_S139_comb,myofibroblast
HNSCC18_P13_H07_S379_comb,T_cell
HNSCC18_P13_F11_S359_comb,Macrophage
HNSCC17_P7_C11_S131_comb,Endothelial
HNSCC17_P2_G11_S83_comb,malignant
HNSCC17_P3_F09_S261_comb,malignant
HNSCC18_P3_C12_S324_comb,malignant
HNSCC16_P2_C01_S25_comb,CAF
HNSCC16_P9_C08_S224_comb,T_cell
HNSCC18_P2_D02_S134_comb,malignant
HNSCC17_P3_F03_S255_comb,malignant
HNSCC17_P3_F06_S258_comb,malignant
HNSCC17_P2_G03_S75_comb,malignant
HNSCC17_P7_B05_S113_comb,CAF
HNSCC18_P15_C07_S31_comb,T_cell
HNSCC18_P7_F07_S163_comb,Endothelial
HNSCC18_P3_A03_S291_comb,malignant
HNSCC18_P13_E09_S345_comb,B_cell
HNSCC16_P2_D09_S45_comb,CAF
HNSCC17_P3_E11_S251_comb,malignant
HNSCC18_P3_D06_S330_comb,malignant
HNSCC18_P3_B06_S306_comb,malignant
HNSCC18_P16_C04_S220_comb,T_cell
HNSCC17_P7_B03_S111_comb,CAF
HNSCC17_P3_G08_S272_comb,malignant
HNSCC17_P7_H11_S191_comb,malignant
HNSCC17_P7_C06_S126_comb,CAF
HNSCC18_P3_F03_S351_comb,malignant
HNSCC17_P7_F05_S161_comb,myofibroblast
HNSCC16_P9_E11_S251_comb,T_cell
HNSCC18_P3_B12_S312_comb,malignant
HNSCC17_P2_B10_S22_comb,malignant
HNSCC18_P13_D04_S328_comb,T_cell
HNSCC17_P7_H10_S190_comb,CAF
HNSCC16_P2_B05_S17_comb,malignant
HNSCC16_P9_C11_S227_comb,T_cell
HNSCC16_P2_E05_S53_comb,Endothelial
HNSCC16_P9_E09_S249_comb,T_cell
HNSCC17_P3_H11_S287_comb,malignant
HNSCC18_P16_E02_S242_comb,T_cell
HNSCC18_P7_G12_S180_comb,Fibroblast
HNSCC18_P3_D12_S336_comb,malignant
HNSCC17_P7_C08_S128_comb,CAF
HNSCC17_P2_H12_S96_comb,malignant
HNSCC17_P7_D12_S144_comb,CAF
HNSCC18_P15_D02_S38_comb,T_cell
HNSCC18_P7_A01_S97_comb,Fibroblast
HNSCC17_P3_B11_S215_comb,malignant
HNSCC18_P13_F12_S360_comb,T_cell
HNSCC18_P7_G11_S179_comb,malignant
HNSCC17_P3_G07_S271_comb,malignant
HNSCC18_P3_B01_S301_comb,malignant
HNSCC17_P3_B04_S208_comb,malignant
HNSCC16_P2_F07_S67_comb,CAF
HNSCC18_P2_H11_S191_comb,myofibroblast
HNSCC18_P16_A09_S201_comb,T_cell
HNSCC18_P15_F03_S63_comb,T_cell
HNSCC18_P7_A08_S104_comb,malignant
HNSCC18_P3_H02_S374_comb,malignant
HNSCC17_P2_F05_S65_comb,malignant
HNSCC16_P9_B06_S210_comb,Mast
HNSCC16_P9_F04_S256_comb,T_cell
HNSCC17_P2_H10_S94_comb,malignant
HNSCC17_P13_F11_S359_comb,B_cell
HNSCC18_P2_H04_S184_comb,myofibroblast
HNSCC16_P9_G08_S272_comb,Macrophage
HNSCC18_P2_C11_S131_comb,malignant
HNSCC18_P3_H03_S375_comb,CAF
HNSCC18_P3_A07_S295_comb,malignant
HNSCC17_P3_E07_S247_comb,malignant
HNSCC17_P7_B08_S116_comb,CAF
HNSCC16_P9_F03_S255_comb,T_cell
HNSCC18_P13_E02_S338_comb,T_cell
HNSCC17_P7_H08_S188_comb,malignant
HNSCC18_P7_C12_S132_comb,CAF
HNSCC18_P16_B04_S208_comb,T_cell
HNSCC17_P3_D05_S233_comb,malignant
HNSCC16_P9_E04_S244_comb,T_cell
HNSCC18_P7_A02_S98_comb,Endothelial
HNSCC17_P7_C01_S121_comb,Endothelial
HNSCC16_P2_A04_S4_comb,CAF
HNSCC16_P9_G03_S267_comb,T_cell
HNSCC17_P2_E08_S56_comb,myofibroblast
HNSCC18_P15_E01_S49_comb,T_cell
HNSCC18_P2_E12_S156_comb,malignant
HNSCC17_P7_G07_S175_comb,Endothelial
HNSCC18_P7_H10_S190_comb,malignant
HNSCC17_P2_F02_S62_comb,malignant
HNSCC16_P9_H08_S284_comb,CAF
HNSCC16_P9_G09_S273_comb,T_cell
HNSCC16_P9_D09_S237_comb,T_cell
HNSCC17_P13_B01_S301_comb,B_cell
HNSCC17_P3_A11_S203_comb,malignant
HNSCC18_P13_B10_S310_comb,malignant
HNSCC18_P2_G05_S173_comb,malignant
HNSCC18_P15_A07_S7_comb,T_cell
HNSCC16_P2_G04_S76_comb,Endothelial
HNSCC17_P2_H03_S87_comb,malignant
HNSCC18_P13_A04_S292_comb,Macrophage
HNSCC18_P3_B05_S305_comb,malignant
HNSCC16_P9_H01_S277_comb,myofibroblast
